team_id,name,code,country,founded,national,logo_url,venue_id
-532,MyPa,,,,False,,
-533,Jaro,,,,False,,
-534,Inter Turku,,,,False,,
-535,Rovaniemi,,,,False,,
-536,SJK,,,,False,,
-537,KTP,,,,False,,
-538,Ilves,,,,False,,
-539,HIFK,,,,False,,
-540,PK-35 Vantaa,,,,False,,
-541,PS Kemi,,,,False,,
-542,KPV Kokkola,,,,False,,
-543,AC Oulu,,,,False,,
-544,Gnistan,,,,False,,
-545,Ekenas,,,,False,,
-546,Ajaccio,,,,False,,
-547,Dijon,,,,False,,
-548,Auxerre,,,,False,,
-549,Brest,,,,False,,
-550,Bourg Peronnas,,,,False,,
-551,Le Havre,,,,False,,
-552,Clermont,,,,False,,
-553,Sochaux,,,,False,,
-554,Nimes,,,,False,,
-555,Evian Thonon Gaillard,,,,False,,
-556,Niort,,,,False,,
-557,Valenciennes,,,,False,,
-558,Laval,,,,False,,
-559,Red Star,,,,False,,
-560,Creteil,,,,False,,
-561,Metz,,,,False,,
-562,Lens,,,,False,,
-563,Nancy,,,,False,,
-564,Tours,,,,False,,
-565,Lille,,,,False,,
-566,Paris SG,,,,False,,
-567,Bastia,,,,False,,
-568,Rennes,,,,False,,
-569,Marseille,,,,False,,
-570,Caen,,,,False,,
-571,Montpellier,,,,False,,
-572,Angers,,,,False,,
-573,Nantes,,,,False,,
-574,Guingamp,,,,False,,
-575,Nice,,,,False,,
-576,Monaco,,,,False,,
-577,Troyes,,,,False,,
-578,Ajaccio GFCO,,,,False,,
-579,Bordeaux,,,,False,,
-580,Reims,,,,False,,
-581,Lyon,,,,False,,
-582,Lorient,,,,False,,
-583,Toulouse,,,,False,,
-584,St Etienne,,,,False,,
-585,Strasbourg,,,,False,,
-586,Orleans,,,,False,,
-587,Amiens,,,,False,,
-588,Chateauroux,,,,False,,
-589,Quevilly Rouen,,,,False,,
-590,Grenoble,,,,False,,
-591,Beziers,,,,False,,
-592,Chambly,,,,False,,
-593,Rodez,,,,False,,
-594,Le Mans,,,,False,,
-595,Dunkerque,,,,False,,
-596,Pau FC,,,,False,,
-597,Annecy,,,,False,,
-598,Concarneau,,,,False,,
-599,Martigues,,,,False,,
-600,Boulogne,,,,False,,
-601,Bayern Munich,,,,False,,
-602,Hamburg,,,,False,,
-603,Augsburg,,,,False,,
-604,Hertha,,,,False,,
-605,Darmstadt,,,,False,,
-606,Hannover,,,,False,,
-607,Dortmund,,,,False,,
-608,M'gladbach,,,,False,,
-609,Leverkusen,,,,False,,
-610,Hoffenheim,,,,False,,
-611,Mainz,,,,False,,
-612,Ingolstadt,,,,False,,
-613,Werder Bremen,,,,False,,
-614,Schalke 04,,,,False,,
-615,Stuttgart,,,,False,,
-616,FC Koln,,,,False,,
-617,Wolfsburg,,,,False,,
-618,Ein Frankfurt,,,,False,,
-619,Duisburg,,,,False,,
-620,Kaiserslautern,,,,False,,
-621,Frankfurt FSV,,,,False,,
